,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,furnishing_type,luxury_cat,floorNum_cat
2843,flat,sector 68,0.82,2,2,3+,Under Construction,1180.0,,,0,0,unfurnished,medium,high
2844,flat,sector 85,0.55,2,2,2,Relatively New,1115.0,1050.0,950.0,0,0,unfurnished,high,medium
2845,house,sector 103,3.15,4,5,0,,,4700.0,,0,0,unfurnished,medium,high
2846,flat,sector 102,1.6,3,3,3,Relatively New,1650.0,,1022.58,0,0,unfurnished,low,medium
2847,flat,sector 47,2.4,3,3,3+,Moderately Old,2086.0,,,0,1,semi_furnished,medium,medium
2848,flat,sector 90,1.3,4,5,2,Relatively New,2475.0,,1825.0,1,1,unfurnished,medium,medium
2849,house,sector 106,5.6,5,4,3+,New Property,,4000.0,,1,1,unfurnished,high,high
2850,flat,sector 48,1.8,3,4,3,Moderately Old,,,1756.0,1,0,semi_furnished,medium,low
2851,flat,sector 109,1.68,3,3,3+,Moderately Old,2545.0,,,0,1,unfurnished,medium,medium
2852,house,sector 49,6.75,5,4,2,New Property,,4500.0,,0,0,unfurnished,low,low
2853,flat,sector 76,1.46,4,6,3+,New Property,2650.0,,,0,1,unfurnished,medium,medium
2854,flat,sector 78,1.2,3,3,2,Moderately Old,2250.0,,1848.0,0,0,furnished,low,medium
2855,flat,sector 11,0.36,2,2,0,,,699.0,,0,0,unfurnished,low,high
2856,flat,sohna road,0.25,2,2,1,Relatively New,,,481.684525,0,0,unfurnished,medium,low
2857,flat,sector 4,0.39,2,2,1,,,950.0,750.0,0,0,unfurnished,low,low
2858,house,sector 7,0.45,3,2,0,,,,900.0,0,0,unfurnished,low,low
2859,house,sector 43,10.85,8,8,3,Moderately Old,,3762.0,,1,1,furnished,high,low
2860,house,sector 11,0.9,2,4,3+,Moderately Old,,900.0,,0,0,unfurnished,low,medium
2861,flat,sector 85,1.3,2,2,2,New Property,1640.0,,,0,0,unfurnished,medium,high
2862,flat,sector 90,2.0,4,4,3+,Moderately Old,2727.0,,,0,1,unfurnished,low,high
2863,flat,sector 72,3.85,4,5,3+,Relatively New,2905.0,,,0,1,semi_furnished,high,high
2864,flat,sector 107,0.28,2,2,2,Relatively New,,,489.0,0,0,unfurnished,low,medium
2865,house,sector 48,4.75,7,7,3,Moderately Old,,2340.0,,1,0,semi_furnished,low,low
2866,flat,sector 92,0.5,2,2,2,Relatively New,1000.0,,,0,0,unfurnished,medium,low
2867,flat,sector 70,0.53,2,2,2,Under Construction,1095.0,,,0,0,unfurnished,low,medium
2868,flat,sector 70a,1.3,2,2,3,Moderately Old,1420.0,,1410.0,0,0,semi_furnished,low,high
2869,flat,sector 89,1.2,3,3,2,New Property,,,1423.0,0,0,unfurnished,low,low
2870,flat,sector 112,2.5,2,2,3,Relatively New,2441.0,1939.03,1800.0,1,0,semi_furnished,high,medium
2871,flat,sector 88,0.92,2,2,3,New Property,,1350.0,1120.0,0,0,unfurnished,low,low
2872,house,sector 12,2.9,7,7,3,Old Property,,2700.0,,0,0,unfurnished,low,low
2873,flat,sector 68,1.25,2,2,3,New Property,1220.0,,694.0,0,0,unfurnished,low,medium
2874,flat,sector 102,2.1,3,4,3+,Relatively New,2149.0,,,1,1,unfurnished,medium,medium
2875,house,sector 23,5.65,7,7,3+,Moderately Old,,5000.0,4000.0,0,1,unfurnished,medium,low
2876,flat,sector 106,1.25,3,4,3,Relatively New,1900.0,1305.0,1173.0,1,1,unfurnished,high,high
2877,flat,sector 102,1.3,3,3,3,Relatively New,1650.0,,1022.58,0,1,semi_furnished,medium,medium
2878,flat,sector 90,1.2,3,3,3+,Relatively New,1930.0,,,0,0,unfurnished,low,high
2879,flat,sector 11,0.33,2,2,0,,,761.0,,0,0,unfurnished,low,high
2880,flat,gwal pahari,1.38,3,3,2,Relatively New,1430.0,,,0,0,semi_furnished,high,low
2881,flat,sector 37,1.2,3,4,3,Relatively New,1735.0,1635.0,1535.0,0,0,unfurnished,medium,medium
2882,flat,sector 2,1.55,3,4,3+,Old Property,1920.0,,,0,1,unfurnished,medium,medium
2883,flat,sector 85,1.04,2,2,3,New Property,1640.0,1550.0,1250.0,0,0,unfurnished,medium,high
2884,house,sector 66,11.0,5,6,3+,New Property,,3240.0,,1,1,semi_furnished,high,low
2885,flat,sector 2,1.0,2,3,0,,,1000.0,,0,0,unfurnished,low,low
2886,flat,manesar,1.65,4,3,3,New Property,,,2800.0,0,1,unfurnished,low,medium
2887,flat,sector 102,1.91,3,4,2,Relatively New,2000.0,,1228.17,1,1,semi_furnished,high,high
2888,flat,sector 2,0.35,2,2,2,Relatively New,,800.0,600.0,0,0,unfurnished,low,medium
2889,house,sector 70a,6.5,4,4,3+,New Property,,299.0,,1,1,semi_furnished,high,low
2890,house,sector 50,8.45,3,3,2,Old Property,,359.0,,1,1,semi_furnished,medium,low
2891,flat,sector 106,1.4,3,4,3+,Under Construction,1760.0,,,1,1,unfurnished,medium,high
2892,flat,sector 28,1.35,2,2,2,Old Property,1150.0,1120.0,1050.0,0,0,unfurnished,medium,high
2893,flat,sector 37,1.0,3,3,3+,Relatively New,,,1537.0,0,0,semi_furnished,low,medium
2894,house,sector 37d,1.27,3,3,3,Under Construction,,1570.0,,0,0,unfurnished,medium,medium
2895,flat,gwal pahari,1.0,2,2,2,New Property,,,750.0,0,0,semi_furnished,low,low
2896,flat,sector 83,1.04,3,2,2,Moderately Old,1755.0,1500.0,1100.0,0,0,unfurnished,medium,low
2897,flat,sector 78,0.95,3,3,2,Relatively New,,1730.0,,0,0,semi_furnished,medium,medium
2898,house,sector 12,1.7,5,5,3,Moderately Old,,2000.0,,0,0,unfurnished,low,low
2899,flat,sector 67,3.15,3,4,3+,Relatively New,2452.0,,,0,1,semi_furnished,medium,high
2900,flat,sector 109,1.97,4,4,2,Relatively New,2630.0,,,0,1,unfurnished,low,high
2901,flat,sector 68,1.32,2,2,3,Relatively New,1507.0,,,1,0,unfurnished,medium,high
2902,flat,sector 2,1.36,3,3,3+,Moderately Old,1780.0,,,0,0,unfurnished,medium,medium
2903,flat,sector 104,1.58,2,3,3,Relatively New,1700.0,,,0,1,unfurnished,medium,high
2904,house,sector 3,0.6,1,1,0,,,1000.0,,0,0,unfurnished,low,low
2905,house,sector 57,3.3,4,4,2,Moderately Old,,1728.0,,0,0,semi_furnished,medium,low
2906,flat,sector 83,0.87,2,2,2,Moderately Old,1245.0,,,0,0,unfurnished,low,low
2907,flat,sector 93,0.85,2,2,0,,,597.0,,0,0,unfurnished,low,medium
2908,flat,sector 89,1.71,3,2,0,,,1423.0,,0,0,unfurnished,low,low
2909,flat,sector 81,0.4,2,2,1,Relatively New,633.0,,539.0,0,0,unfurnished,low,high
2910,flat,sector 107,1.45,3,4,3+,Relatively New,2361.0,1900.0,,0,1,unfurnished,medium,medium
2911,flat,sector 106,1.34,4,5,3+,Relatively New,2355.0,1535.0,1403.0,0,1,unfurnished,low,medium
2912,flat,sector 81,1.4,3,3,3+,Relatively New,1810.0,,1180.0,0,0,unfurnished,medium,medium
2913,house,sector 50,7.0,4,4,2,Old Property,,3400.0,3000.0,0,1,unfurnished,medium,low
2914,house,sector 14,5.5,5,4,2,Old Property,,355.0,300.0,1,0,unfurnished,low,low
2915,flat,sector 65,1.95,2,2,3,Under Construction,1261.0,,,0,0,unfurnished,low,high
2916,flat,sector 102,1.45,3,3,3,Relatively New,1650.0,,1022.58,0,1,unfurnished,high,medium
2917,flat,sector 14,1.7,5,5,2,Old Property,,,2300.0,1,0,furnished,medium,low
2918,house,sector 25,6.5,3,9,3+,Old Property,,1935.0,,1,1,semi_furnished,medium,low
2919,flat,sector 69,1.37,3,3,1,Relatively New,1578.0,,1538.0,0,0,unfurnished,medium,high
2920,house,sector 25,16.0,6,5,2,Relatively New,,6000.0,,0,0,unfurnished,low,low
2921,flat,sector 23,0.16,2,2,2,Moderately Old,780.0,,,0,0,unfurnished,low,low
2922,flat,sector 110,4.49,5,5,3+,Relatively New,3880.0,,,0,1,unfurnished,high,medium
2923,flat,sector 2,0.98,2,2,3,Moderately Old,1415.0,,,0,0,unfurnished,medium,low
2924,flat,sector 37,0.66,2,2,3+,,,1310.0,,0,0,unfurnished,medium,high
2925,flat,sector 90,1.8,4,4,3+,Moderately Old,2727.0,,,0,0,unfurnished,medium,high
2926,house,sector 43,13.0,3,3,3+,New Property,,2700.0,,0,0,semi_furnished,low,medium
2927,house,sector 109,12.5,5,6,3,Relatively New,,4500.0,,1,1,unfurnished,medium,low
2928,flat,sector 37,0.33,2,2,1,Relatively New,925.0,850.0,800.0,0,0,semi_furnished,high,low
2929,flat,sector 110,4.0,4,4,3,New Property,,3350.0,,0,0,unfurnished,medium,high
2930,house,sector 43,1.9,3,3,3+,Old Property,,60.0,,0,0,furnished,low,low
2931,house,sector 57,8.31,5,6,3+,Old Property,,3438.0,,1,1,unfurnished,low,medium
2932,flat,sector 93,1.45,3,4,2,Relatively New,1805.0,1350.0,1100.0,0,0,semi_furnished,medium,high
2933,flat,sector 63a,3.3,3,3,3,Under Construction,2150.0,,1200.0,0,1,unfurnished,medium,medium
2934,flat,sohna road,0.54,2,2,3,New Property,845.3,,528.3,0,0,unfurnished,low,medium
2935,flat,sector 92,1.3,4,4,0,,,2040.0,,0,0,unfurnished,low,medium
2936,flat,sector 95,0.92,3,3,3+,,,1750.0,1600.0,0,0,unfurnished,low,high
2937,flat,sector 30,1.3,3,3,2,Old Property,1500.0,,1300.0,0,0,unfurnished,low,low
2938,flat,sector 3,0.5,2,2,1,Old Property,,,650.0,0,0,semi_furnished,low,low
2939,house,sector 25,4.35,5,4,3,Old Property,,1350.0,,0,1,unfurnished,low,low
2940,flat,sector 65,5.3,3,3,3,Moderately Old,2850.0,,2189.0,0,1,furnished,low,high
2941,house,sector 7,0.27,2,2,1,Moderately Old,,225.0,,0,0,unfurnished,low,low
2942,flat,sector 86,0.41,2,2,1,New Property,,,501.0,1,1,unfurnished,low,medium
2943,flat,sector 81,2.5,3,3,2,Relatively New,2132.0,2130.0,2129.0,0,1,furnished,medium,medium
2944,flat,sector 69,1.55,3,3,2,Relatively New,1578.0,,,0,0,semi_furnished,high,medium
2945,flat,sector 63,0.88,1,1,2,,,804.0,600.0,0,0,unfurnished,low,medium
2946,flat,sector 79,1.33,2,2,3,Relatively New,1559.0,,,1,0,unfurnished,high,medium
2947,flat,sector 79,1.34,2,2,3,Relatively New,1572.0,,,1,0,unfurnished,high,low
2948,house,sector 43,8.25,5,6,3+,Moderately Old,,2700.0,,1,1,semi_furnished,medium,low
2949,flat,sector 56,1.35,3,3,3+,Old Property,1500.0,1450.0,1400.0,0,0,semi_furnished,high,medium
2950,flat,sector 82a,2.95,4,5,3+,Relatively New,2576.0,,1700.0,0,1,furnished,high,medium
2951,flat,sector 47,2.4,3,4,3+,Moderately Old,2086.0,,1750.0,0,1,unfurnished,medium,medium
2952,flat,sohna road,0.54,2,1,3,New Property,,,745.0,0,0,unfurnished,medium,low
2953,flat,sector 83,1.08,3,3,2,Relatively New,1735.0,,,0,0,unfurnished,low,high
2954,flat,sector 82,3.0,4,6,3+,Relatively New,4890.0,,,0,1,semi_furnished,medium,high
2955,flat,sector 85,2.0,3,4,3,Relatively New,2408.0,2300.0,2200.0,0,1,unfurnished,low,medium
2956,flat,sector 106,1.15,3,4,3+,Relatively New,1760.0,1186.0,1130.0,1,1,semi_furnished,high,high
2957,house,sector 109,5.7,4,5,3+,Relatively New,,5400.0,,1,1,unfurnished,high,low
2958,flat,sector 80,1.6,3,3,3,Moderately Old,2262.0,,,0,1,unfurnished,medium,medium
2959,flat,sector 79,1.45,3,3,3,Relatively New,,,1945.0,0,0,unfurnished,low,low
2960,flat,sector 113,1.55,2,2,3,New Property,1330.0,1276.0,1180.0,0,0,unfurnished,high,low
2961,flat,sector 24,14.0,4,5,3,,,700.0,,0,0,unfurnished,low,low
2962,house,sector 2,6.0,5,6,3+,Old Property,,2430.0,,1,0,semi_furnished,low,low
2963,house,sector 26,12.5,4,5,2,Moderately Old,,3240.0,,1,1,semi_furnished,medium,low
2964,flat,sector 99,0.3,2,1,2,New Property,553.0,,470.0,0,0,unfurnished,medium,medium
2965,flat,sector 67a,1.3,2,2,2,,,1296.0,,0,0,unfurnished,medium,low
2966,flat,sector 36,0.82,3,2,3,New Property,,,1081.0,0,0,unfurnished,low,low
2967,flat,sector 92,0.9,4,5,3+,Relatively New,1870.0,,,0,1,unfurnished,medium,high
2968,house,sector 50,10.45,4,5,2,Moderately Old,,4000.0,,1,1,semi_furnished,medium,low
2969,flat,sector 113,6.0,5,6,3+,Moderately Old,,,6565.0,0,0,unfurnished,medium,high
2970,flat,sector 90,1.9,4,4,3+,Relatively New,2727.0,,,0,1,unfurnished,medium,medium
2971,flat,sector 9,1.25,4,3,3,Old Property,,,1806.0,0,1,unfurnished,low,low
2972,flat,sector 36,2.3,2,2,2,,,1479.0,,0,0,unfurnished,medium,high
2973,flat,sector 33,1.39,3,2,3+,Under Construction,,,1200.0,0,0,unfurnished,medium,high
2974,flat,sector 43,6.0,4,4,3+,Old Property,,,2300.0,0,1,semi_furnished,medium,high
2975,flat,sector 37,1.44,3,3,3+,Relatively New,1990.0,,1600.0,1,1,unfurnished,low,low
2976,flat,sector 85,1.75,3,4,3,Relatively New,2408.0,,,0,1,unfurnished,low,medium
2977,flat,sector 81,0.48,2,2,1,Relatively New,598.0,,498.0,0,0,semi_furnished,low,high
2978,house,sector 25,13.0,6,8,3+,Relatively New,,2844.0,,1,1,furnished,low,
2979,flat,sector 79,1.28,3,3,3,Relatively New,1505.0,,,0,0,unfurnished,high,medium
2980,flat,sector 99,0.92,2,2,3+,Under Construction,1365.0,,,0,0,unfurnished,medium,high
2981,flat,sector 37,0.95,2,2,3+,Relatively New,1340.0,,1030.0,0,0,semi_furnished,medium,high
2982,house,sector 82,7.5,5,5,3+,Relatively New,,3240.0,,0,1,semi_furnished,medium,low
2983,house,sector 39,1.6,1,1,2,Old Property,,892.0,,0,0,unfurnished,low,low
2984,flat,sector 67,2.7,4,4,3+,Moderately Old,2350.0,,,0,1,semi_furnished,medium,medium
2985,flat,sector 92,1.0,4,4,3,New Property,2020.0,,,0,0,unfurnished,low,high
2986,flat,sector 83,1.42,4,4,3,Relatively New,2390.0,2000.0,1600.0,1,1,unfurnished,medium,medium
2987,flat,sector 39,2.0,3,3,3+,,,2400.0,,0,0,unfurnished,low,low
2988,flat,sector 102,2.5,3,4,3+,New Property,2149.0,,,1,1,semi_furnished,medium,high
2989,flat,sector 107,0.28,2,2,2,Relatively New,,,489.0,0,0,unfurnished,low,high
2990,flat,sector 69,1.76,4,4,2,Relatively New,2010.0,,,0,0,unfurnished,medium,medium
2991,flat,sector 83,1.8,3,3,3+,Relatively New,1900.0,,,0,0,unfurnished,medium,medium
2992,flat,sector 14,1.7,5,5,2,Old Property,,,2300.0,1,0,furnished,medium,low
2993,flat,sector 65,2.65,3,3,3,Relatively New,,,1650.0,1,1,unfurnished,low,medium
2994,flat,sector 78,0.69,2,2,2,Moderately Old,,,1280.0,0,0,unfurnished,medium,high
2995,flat,sector 104,2.5,4,4,3+,New Property,3150.0,,,0,1,unfurnished,low,high
2996,flat,sector 113,2.0,3,3,2,Under Construction,1665.0,,,0,0,unfurnished,low,high
2997,flat,sector 37d,1.1,3,3,3,Relatively New,1800.0,1700.0,1600.0,0,0,unfurnished,medium,medium
2998,flat,sector 89,1.42,3,3,2,New Property,,,1423.0,0,0,unfurnished,low,low
2999,flat,sector 79,1.41,2,2,3,New Property,,,1572.0,1,0,unfurnished,medium,low
3000,flat,sector 89,1.16,3,2,3,New Property,1103.0,,,1,0,unfurnished,low,low
3001,flat,sector 102,1.9,3,3,3+,New Property,1852.0,1700.0,1450.0,0,0,unfurnished,high,high
3002,house,sector 45,10.0,6,6,3+,Moderately Old,,3240.0,,1,1,semi_furnished,medium,medium
3003,flat,sector 103,1.2,2,2,3,Moderately Old,1423.0,,,0,0,unfurnished,low,low
3004,house,sector 33,9.55,6,7,3+,Relatively New,,4950.0,,1,1,semi_furnished,medium,low
3005,flat,sector 86,0.43,2,2,1,New Property,,,501.0,1,0,unfurnished,medium,medium
3006,flat,sector 37d,1.75,4,4,3,Relatively New,2191.0,2100.0,1800.0,0,0,semi_furnished,medium,medium
3007,house,sector 4,3.3,3,3,2,Old Property,,2250.0,,0,0,unfurnished,low,low
3008,flat,sector 109,1.7,3,3,3,Relatively New,1745.0,1550.0,1320.0,0,0,unfurnished,medium,high
3009,flat,sector 109,1.63,3,3,2,Relatively New,2545.0,,,0,1,unfurnished,high,medium
3010,flat,sector 112,3.65,3,5,2,Relatively New,,2800.0,,0,1,unfurnished,medium,low
3011,house,sector 7,2.25,5,3,0,,,148.0,,0,0,unfurnished,low,low
3012,flat,sector 83,1.1,3,3,2,Relatively New,1755.0,,,1,0,semi_furnished,high,medium
3013,flat,sector 91,1.8,3,3,3+,Relatively New,,,2320.0,0,0,furnished,low,low
3014,flat,sector 61,1.6,2,2,2,Under Construction,,,1150.0,1,0,unfurnished,low,low
3015,house,sector 12,1.7,3,3,0,,,200.0,180.0,0,0,unfurnished,low,low
3016,flat,sector 12,1.15,3,4,2,Old Property,,2000.0,,0,1,unfurnished,low,low
3017,house,sector 23,5.1,3,2,0,Old Property,,125.0,100.0,0,0,unfurnished,low,low
3018,flat,sector 85,1.22,2,2,3,Relatively New,1772.0,1300.0,916.0,0,0,unfurnished,medium,high
3019,house,sector 5,0.75,2,2,0,,,130.0,,0,0,unfurnished,low,low
3020,flat,sector 108,1.0,2,2,2,,,2060.0,1890.0,0,0,unfurnished,low,low
3021,flat,sector 81,0.48,2,2,1,Relatively New,657.0,,568.0,0,0,semi_furnished,medium,medium
3022,flat,sector 2,0.8,3,2,3,,,1440.0,1080.0,0,0,unfurnished,low,medium
3023,house,sector 48,5.0,7,7,3,Moderately Old,,2340.0,,0,0,semi_furnished,low,low
3024,house,sector 7,3.0,7,7,0,,,2610.0,,0,0,unfurnished,low,low
3025,flat,sector 90,1.75,4,4,3+,Relatively New,2215.0,,,0,0,unfurnished,low,low
3026,flat,sector 107,0.8,2,2,3+,Relatively New,1366.0,,,0,0,semi_furnished,high,medium
3027,house,sector 43,3.35,1,1,0,Old Property,,1242.0,,0,0,unfurnished,low,low
3028,house,sector 2,0.35,2,2,0,New Property,,,540.0,0,0,unfurnished,low,low
3029,flat,sector 43,2.0,3,3,2,Moderately Old,1407.0,,,0,0,unfurnished,medium,medium
3030,house,sector 24,1.45,3,3,1,Old Property,,540.0,,0,0,unfurnished,low,
3031,flat,sector 69,1.8,3,3,3,Under Construction,,,1704.0,0,0,unfurnished,low,high
3032,flat,sector 81,4.0,4,5,3+,Relatively New,4200.0,,,0,1,semi_furnished,medium,high
3033,house,sector 4,2.3,4,4,3,Old Property,,160.0,,0,0,semi_furnished,low,low
3034,flat,sector 43,6.0,4,4,2,Under Construction,,,2400.0,0,1,semi_furnished,low,low
3035,flat,sector 85,1.91,4,6,3,Relatively New,3950.0,3890.0,3800.0,0,1,unfurnished,high,medium
3036,flat,sector 85,1.2,2,2,3,Relatively New,1640.0,,,0,0,semi_furnished,high,high
3037,flat,sector 65,1.75,3,3,3,Relatively New,1395.0,,809.0,0,1,semi_furnished,medium,medium
3038,flat,sector 90,0.47,2,2,1,New Property,,,690.0,0,0,unfurnished,low,low
3039,flat,sector 112,3.29,3,3,3+,Relatively New,2802.0,2225.56,,0,1,semi_furnished,high,low
3040,flat,sector 7,0.45,2,2,1,Relatively New,,,900.0,0,0,unfurnished,low,medium
3041,flat,sector 37,0.35,2,2,1,Relatively New,925.0,850.0,800.0,0,0,semi_furnished,high,medium
3042,flat,sector 24,6.5,4,5,3+,New Property,,,3500.0,0,1,furnished,low,low
3043,flat,sector 85,1.07,2,2,3,Relatively New,1640.0,,,0,0,unfurnished,medium,high
3044,flat,sohna road,0.21,1,1,0,,,484.0,,0,0,unfurnished,low,low
3045,flat,sector 108,1.3,3,3,3+,Relatively New,1758.0,,1558.0,1,0,unfurnished,medium,medium
3046,flat,sector 33,0.4,2,2,2,,,623.0,599.0,0,0,unfurnished,low,medium
3047,flat,sector 82,1.37,3,3,3,Relatively New,2160.0,2000.0,1565.0,1,1,semi_furnished,medium,high
3048,house,sector 82,6.5,4,3,0,,,360.0,300.0,0,0,unfurnished,low,low
3049,flat,sector 92,0.42,2,2,1,Relatively New,,,591.0,1,0,semi_furnished,low,medium
3050,flat,sector 90,1.3,3,3,3+,Relatively New,1818.0,1700.0,1400.0,0,0,unfurnished,medium,medium
3051,flat,sector 67,1.0,3,3,3+,Moderately Old,1554.0,,,0,0,unfurnished,low,low
3052,flat,sector 63a,1.55,2,2,2,Under Construction,,,1050.0,0,0,unfurnished,low,low
3053,flat,sector 102,1.7,3,4,3+,Relatively New,2025.0,1750.0,1600.0,0,1,semi_furnished,high,medium
3054,flat,sector 85,2.03,4,4,3+,Relatively New,2812.0,2225.0,2175.0,0,0,unfurnished,low,low
3055,flat,sector 85,1.1,3,4,3,Moderately Old,1645.0,,1300.0,0,1,furnished,medium,medium
3056,flat,sector 99,0.32,2,2,2,New Property,553.0,,453.5,0,0,unfurnished,medium,high
3057,flat,sector 22,1.99,2,2,2,New Property,1380.0,1285.0,1280.0,1,1,unfurnished,low,medium
3058,flat,sector 37d,1.36,3,3,3,Under Construction,,1535.0,,0,0,unfurnished,low,low
3059,flat,sector 30,1.45,3,2,2,Old Property,,1300.0,1090.0,0,0,furnished,medium,low
3060,flat,sector 102,1.4,3,3,3,Relatively New,1650.0,,,0,1,semi_furnished,medium,medium
3061,flat,sector 85,2.0,4,5,3+,Relatively New,2812.0,,,0,1,unfurnished,medium,low
3062,flat,sector 103,1.12,3,4,3+,New Property,1991.0,,1500.0,0,1,unfurnished,low,medium
3063,house,sector 25,7.5,9,9,3+,Relatively New,,2300.5,,1,1,semi_furnished,high,medium
3064,flat,sector 88a,0.45,2,2,1,New Property,,,625.0,0,0,unfurnished,low,low
3065,house,sector 49,3.75,2,6,3+,Moderately Old,,163.0,,1,0,semi_furnished,low,low
3066,flat,sector 53,6.0,3,4,3+,Moderately Old,2450.0,,,0,1,semi_furnished,low,medium
3067,flat,sector 107,0.28,2,2,2,Relatively New,,,489.0,0,0,unfurnished,low,medium
3068,flat,sector 102,1.5,3,3,3,Relatively New,1650.0,,1022.58,0,0,semi_furnished,high,medium
3069,flat,sector 78,0.99,2,2,3,Under Construction,1621.0,,,0,0,unfurnished,low,high
3070,house,sector 26,15.0,5,6,3+,Moderately Old,,4518.0,,1,1,semi_furnished,medium,low
3071,flat,sector 61,2.25,3,3,2,Under Construction,,,1549.0,0,0,unfurnished,low,low
3072,flat,sector 95,0.3,2,2,1,,,950.0,552.0,0,0,unfurnished,low,high
3073,flat,sector 71,0.82,2,2,2,Moderately Old,1200.0,,,0,0,unfurnished,low,medium
3074,flat,sector 49,0.87,1,1,1,Relatively New,,,450.0,0,0,unfurnished,low,low
3075,house,sector 33,9.5,5,7,3+,Under Construction,,500.0,,1,1,unfurnished,medium,low
3076,flat,sector 95,0.2,1,1,1,Relatively New,,,366.080239,0,0,unfurnished,medium,medium
3077,flat,sector 112,5.2,4,6,3+,Relatively New,4848.0,3655.35,3500.0,0,1,semi_furnished,high,high
3078,flat,sohna road,0.72,2,2,3,Relatively New,,,1264.0,0,0,unfurnished,high,medium
3079,flat,sector 71,0.59,2,2,1,Moderately Old,700.0,639.0,540.89,0,0,unfurnished,medium,medium
3080,flat,sector 2,0.56,1,2,2,Moderately Old,,,651.0,0,0,unfurnished,medium,medium
3081,flat,sector 56,2.0,4,4,3,Relatively New,2400.0,,2100.0,0,0,semi_furnished,low,medium
3082,flat,sector 111,1.65,3,4,3+,Under Construction,2325.0,,,0,1,unfurnished,low,high
3083,flat,sector 102,0.95,2,2,2,,,915.0,858.0,0,0,unfurnished,low,high
3084,flat,sector 4,0.45,2,2,1,Relatively New,,,850.0,0,0,unfurnished,low,low
3085,house,sector 48,3.35,6,5,3+,,,6000.0,,0,0,unfurnished,medium,low
3086,house,sector 3,0.37,1,1,1,Relatively New,,480.0,,0,0,unfurnished,low,low
3087,flat,sector 108,2.6,3,3,2,Relatively New,1711.0,,,0,0,unfurnished,medium,medium
3088,flat,sector 28,0.95,2,1,1,Old Property,,,1069.0,0,0,unfurnished,medium,low
3089,flat,sector 69,0.75,2,2,2,Under Construction,1095.0,,,0,0,unfurnished,low,medium
3090,flat,sector 104,1.1,2,2,3,Under Construction,1269.0,,,0,0,unfurnished,medium,high
3091,house,sector 82,1.6,4,4,3+,Moderately Old,,2425.0,,0,1,unfurnished,medium,high
3092,house,sector 17,8.5,4,4,2,Old Property,,500.0,400.0,1,1,semi_furnished,low,low
3093,flat,sector 33,1.75,3,3,0,,,1996.0,,0,0,unfurnished,medium,low
3094,flat,sector 102,1.25,2,2,2,Relatively New,1215.0,,,0,0,unfurnished,medium,low
3095,flat,sector 79,1.35,3,3,2,Relatively New,1505.0,,,0,0,unfurnished,medium,medium
3096,flat,sector 107,1.21,3,3,3,Moderately Old,1943.0,,1500.0,0,0,semi_furnished,medium,medium
3097,flat,sector 99,1.08,3,5,3,Relatively New,1997.0,1750.0,1630.0,0,1,unfurnished,low,low
3098,flat,sohna road,0.72,2,2,3+,Relatively New,1457.0,,849.0,1,0,unfurnished,high,high
3099,flat,sector 37,0.99,3,4,3,Relatively New,1815.0,,1510.0,0,1,unfurnished,low,medium
3100,flat,sector 48,4.25,4,5,3+,Moderately Old,4553.0,,,1,0,semi_furnished,medium,high
3101,flat,sector 79,1.18,2,2,3,Relatively New,1383.0,,,0,0,unfurnished,high,medium
3102,flat,sector 81,1.28,3,3,3,Moderately Old,,,1784.0,0,1,semi_furnished,low,low
3103,flat,sector 68,1.1,2,2,3,New Property,1245.0,,,0,0,unfurnished,medium,high
3104,flat,sector 43,2.09,3,3,2,Old Property,1430.0,,,0,0,semi_furnished,medium,high
3105,flat,sohna road,0.78,2,2,3,Under Construction,1350.0,,,1,0,unfurnished,medium,medium
3106,flat,sector 69,1.32,3,3,1,Relatively New,1568.0,,,0,0,unfurnished,medium,high
3107,flat,sector 25,3.4,4,4,3,Old Property,,,2470.0,0,1,unfurnished,low,low
3108,flat,sector 37,0.99,3,3,1,New Property,1815.0,,,0,1,unfurnished,low,medium
3109,flat,sector 49,4.21,5,6,3+,Relatively New,3557.0,,,0,1,unfurnished,low,high
3110,house,sector 26,18.0,5,4,3+,Moderately Old,,4518.0,,1,1,semi_furnished,medium,medium
3111,flat,sector 68,1.1,2,2,3,New Property,1245.0,,1225.0,0,0,unfurnished,medium,high
3112,house,sector 50,12.5,6,5,3,Moderately Old,,3078.0,,1,1,semi_furnished,low,medium
3113,flat,sector 83,0.75,3,3,3,New Property,1340.0,,1000.0,0,0,semi_furnished,low,medium
3114,flat,sector 112,6.5,4,5,3,Relatively New,,4800.0,,0,0,unfurnished,medium,high
3115,flat,sector 82a,2.25,3,3,3+,Relatively New,,,2100.0,0,1,furnished,medium,high
3116,flat,sector 102,2.2,3,4,3+,Moderately Old,2149.0,,,1,1,unfurnished,medium,medium
3117,house,sector 26,8.9,4,4,3+,Old Property,,2700.0,,1,1,unfurnished,medium,low
3118,house,sector 43,5.3,3,9,3+,Moderately Old,,1935.0,,0,1,semi_furnished,medium,low
3119,flat,sector 83,1.8,3,4,0,,,1900.0,,0,0,unfurnished,medium,medium
3120,house,sector 7,1.2,2,4,2,,,1072.0,,0,0,unfurnished,low,low
3121,flat,sector 62,2.15,2,2,3,Under Construction,,,1508.0,0,0,unfurnished,medium,high
3122,flat,sector 56,1.55,3,3,3+,Moderately Old,2250.0,1900.0,1750.0,0,1,semi_furnished,medium,medium
