,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,furnishing_type,luxury_cat,floorNum_cat
1068,house,sector 72,8.5,5,6,3+,Relatively New,,6300.0,,1,1,semi_furnished,medium,medium
1069,flat,sector 83,0.4,1,1,1,Relatively New,,,468.0,0,0,furnished,medium,medium
1070,flat,sector 67,2.95,3,3,3,Relatively New,2411.0,,1906.0,0,1,semi_furnished,high,medium
1071,flat,sector 95,1.1,4,3,3,Relatively New,,,2542.0,0,1,unfurnished,low,medium
1072,flat,sector 37,1.0,3,3,3,Under Construction,1800.0,,,0,0,unfurnished,medium,low
1073,flat,sector 82,1.0,2,2,2,Relatively New,1435.0,,,1,0,semi_furnished,medium,high
1074,flat,manesar,0.92,3,3,3+,Moderately Old,2287.0,,1600.0,0,1,unfurnished,low,medium
1075,flat,sector 95,0.45,2,2,1,Relatively New,980.0,,,1,0,unfurnished,medium,low
1076,flat,sector 90,1.25,4,5,2,Relatively New,2575.0,,,1,1,unfurnished,high,medium
1077,flat,sector 65,2.35,3,3,3,Relatively New,1650.0,,,1,1,semi_furnished,high,low
1078,flat,sector 69,1.4,3,3,1,Relatively New,1538.0,,,0,0,semi_furnished,high,high
1079,flat,sector 95,0.55,2,2,3,,,990.0,950.0,0,0,unfurnished,low,high
1080,house,sector 105,0.74,3,3,0,,,1000.0,,0,0,unfurnished,low,low
1081,flat,sector 54,11.0,4,6,3,Relatively New,3123.0,,,0,1,furnished,medium,medium
1082,house,sector 39,1.8,1,1,2,Relatively New,,800.0,720.0,0,0,unfurnished,low,low
1083,flat,sector 92,1.0,4,3,2,Relatively New,,,1950.0,0,0,unfurnished,low,low
1084,flat,sector 90,0.65,2,2,2,Old Property,1300.0,,,1,0,unfurnished,medium,high
1085,flat,sector 79,1.3,2,2,3,New Property,1572.0,,,1,0,unfurnished,low,low
1086,flat,sector 110,3.49,4,5,3,Relatively New,3400.0,,,0,1,unfurnished,high,medium
1087,house,sector 49,6.75,4,4,3,Relatively New,,232.0,,0,1,semi_furnished,low,low
1088,flat,sector 102,1.05,2,2,2,Under Construction,,,915.0,0,0,unfurnished,low,low
1089,flat,sector 28,2.26,3,3,2,Old Property,1777.0,1700.0,1650.0,0,1,unfurnished,high,high
1090,flat,sector 56,0.5,1,1,2,,,,600.0,0,0,unfurnished,low,low
1091,flat,sector 61,2.54,3,3,3,Under Construction,,,1640.0,0,0,unfurnished,low,low
1092,flat,sector 79,2.0,3,4,3+,Relatively New,2366.0,1963.0,1629.0,0,1,unfurnished,medium,medium
1093,flat,sector 90,0.95,3,3,3,Relatively New,,,1500.0,0,1,unfurnished,medium,medium
1094,flat,sector 79,1.12,2,2,3,Relatively New,1572.0,1325.0,1200.0,1,0,unfurnished,low,medium
1095,flat,sector 2,1.01,2,2,3,Moderately Old,1415.0,,,0,0,unfurnished,medium,low
1096,flat,sector 104,2.3,3,4,3+,Moderately Old,2450.0,,,0,1,unfurnished,medium,medium
1097,flat,sector 50,6.0,4,3,3,Moderately Old,4400.0,,,0,1,unfurnished,low,medium
1098,house,sector 66,12.0,5,5,3+,New Property,,3240.0,,0,1,semi_furnished,medium,low
1099,flat,sector 92,0.92,4,5,3+,Moderately Old,,1895.0,1600.0,0,0,semi_furnished,medium,high
1100,flat,sector 113,3.25,4,4,3+,Under Construction,,,2298.0,1,1,unfurnished,medium,high
1101,flat,sector 90,1.76,4,4,3+,Relatively New,2215.0,2020.0,1670.0,0,0,semi_furnished,medium,medium
1102,flat,sector 69,1.75,4,4,2,Relatively New,2010.0,,,0,0,semi_furnished,medium,medium
1103,house,sector 43,5.25,4,4,2,Old Property,,1935.0,,1,1,semi_furnished,medium,low
1104,house,sector 43,2.5,7,7,3,Relatively New,,963.0,,0,0,furnished,low,medium
1105,flat,sector 104,0.4,2,2,1,Relatively New,569.0,,,0,0,unfurnished,low,high
1106,flat,sector 90,0.9,3,4,3,Relatively New,1950.0,,,0,1,unfurnished,high,medium
1107,flat,sector 102,0.95,2,2,2,,,915.0,675.0,0,0,unfurnished,low,high
1108,flat,sector 70a,1.7,4,3,3,Relatively New,,,1900.0,0,0,semi_furnished,low,low
1109,house,sector 4,0.47,2,2,1,New Property,,50.0,48.0,1,0,semi_furnished,medium,low
1110,flat,sector 106,0.95,2,2,3+,Relatively New,1385.0,940.0,845.0,0,0,unfurnished,low,low
1111,flat,sector 69,1.37,3,3,1,Relatively New,1538.0,,,0,0,unfurnished,medium,high
1112,flat,sohna road,0.35,2,2,2,New Property,,,554.1255719999999,0,0,unfurnished,medium,high
1113,flat,sector 82a,1.8,3,3,3+,Relatively New,1818.0,,1300.0,0,1,furnished,high,medium
1114,house,sohna road,1.35,5,5,3+,Relatively New,,1350.0,,0,0,unfurnished,low,medium
1115,flat,sector 50,2.51,3,3,3,Moderately Old,2093.0,,,0,0,semi_furnished,medium,high
1116,flat,sector 5,0.22,2,2,1,Relatively New,,570.0,550.0,0,0,furnished,low,low
1117,flat,sector 74,2.45,3,3,3+,Relatively New,2018.0,1800.0,1614.0,1,0,unfurnished,medium,high
1118,flat,sector 69,1.2,2,3,0,,,1100.0,,0,0,unfurnished,medium,low
1119,flat,sector 86,1.25,3,2,1,New Property,1690.0,,,0,0,unfurnished,medium,low
1120,house,sector 46,2.2,3,3,2,Old Property,,909.0,,0,0,semi_furnished,medium,low
1121,flat,sector 28,1.91,2,2,2,New Property,,,1150.0,0,0,furnished,medium,high
1122,flat,sohna road,0.95,2,2,3+,New Property,1452.0,,849.0,1,0,semi_furnished,medium,medium
1123,flat,sector 89,0.88,2,2,0,,,1103.0,,0,0,unfurnished,low,low
1124,house,sector 48,7.69,4,5,3,Moderately Old,,3195.0,,1,1,semi_furnished,medium,low
1125,flat,sector 78,1.1,3,3,3+,Old Property,,2176.0,,0,1,unfurnished,medium,medium
1126,house,sector 13,0.9,2,4,3,Moderately Old,,785.0,,1,1,unfurnished,low,low
1127,flat,sector 69,1.32,3,3,1,Relatively New,1568.0,,,0,0,semi_furnished,medium,high
1128,flat,sector 70,1.9,3,3,3,New Property,1950.0,,,0,1,unfurnished,low,medium
1129,flat,sector 59,4.25,3,4,3,Under Construction,2295.0,,,0,0,unfurnished,low,low
1130,house,sector 26,4.5,5,5,3+,Old Property,,1350.0,,0,0,unfurnished,low,low
1131,flat,sohna road,1.2,3,3,0,,,1780.0,,0,0,unfurnished,medium,high
1132,flat,sector 81,2.2,3,4,3+,Relatively New,2100.0,,,0,1,furnished,medium,medium
1133,house,sector 49,4.05,3,3,3,Moderately Old,,2000.0,1950.0,0,1,unfurnished,low,low
1134,house,sector 55,3.1,5,4,3+,Moderately Old,,1548.0,,0,1,semi_furnished,medium,low
1135,flat,sector 74,1.55,2,2,3+,Relatively New,1406.0,1300.0,1124.0,0,0,unfurnished,medium,high
1136,flat,sector 89,1.5,3,3,3,Relatively New,2125.0,,,1,1,unfurnished,medium,medium
1137,house,sector 4,0.65,2,1,1,Moderately Old,,500.0,,0,0,unfurnished,low,low
1138,flat,sector 88a,1.5,3,3,3+,New Property,1850.0,,,0,0,unfurnished,low,high
1139,flat,sector 33,1.1,2,2,3,Moderately Old,1110.0,1100.0,1000.0,0,0,semi_furnished,low,medium
1140,house,sector 109,5.85,4,5,3+,Relatively New,,2214.0,,0,1,semi_furnished,medium,low
1141,flat,sector 82,1.75,4,5,3+,,,2535.0,1960.0,0,0,unfurnished,medium,low
1142,house,sector 28,1.39,2,2,1,Old Property,,1450.0,1200.0,0,0,unfurnished,low,low
1143,flat,sector 28,5.5,4,5,3+,Moderately Old,3764.0,,,0,1,semi_furnished,low,medium
1144,flat,sector 66,3.2,3,3,3,Relatively New,2200.0,,1800.0,1,1,semi_furnished,medium,high
1145,flat,sector 70,1.0,3,2,2,Moderately Old,,,970.0,0,0,unfurnished,medium,low
1146,house,sector 47,5.15,3,9,3+,Relatively New,,1935.0,,0,0,semi_furnished,medium,low
1147,flat,sector 81,0.88,2,2,3,Relatively New,1360.0,,1094.0,1,0,semi_furnished,medium,medium
1148,flat,sector 108,2.9,3,4,2,Relatively New,2003.0,,,0,0,unfurnished,medium,high
1149,flat,sector 92,0.75,3,3,3,Relatively New,1454.0,1415.0,1350.0,0,0,semi_furnished,low,low
1150,house,sector 56,7.25,8,8,3+,Moderately Old,,303.0,,0,0,semi_furnished,low,low
1151,house,sector 13,0.45,1,1,0,,,936.0,,0,0,unfurnished,low,low
1152,flat,sector 88a,1.62,3,2,3+,Relatively New,1617.0,,,1,0,furnished,low,medium
1153,house,sector 50,11.5,5,6,0,,,3240.0,,0,0,unfurnished,low,low
1154,house,sector 57,3.6,4,4,2,Old Property,,1728.0,,1,1,unfurnished,medium,low
1155,house,sector 46,3.6,5,5,3+,Moderately Old,,1449.0,,0,1,semi_furnished,medium,low
1156,flat,sector 65,2.01,2,2,3,New Property,1516.0,,1433.0,1,0,unfurnished,low,medium
1157,flat,sector 92,0.21,1,1,1,Relatively New,,,302.0,0,0,unfurnished,medium,low
1158,flat,sector 60,2.05,2,3,2,Relatively New,1524.0,1520.0,1350.0,0,0,semi_furnished,high,low
1159,flat,sector 56,0.45,1,1,2,Old Property,600.0,,,0,0,unfurnished,medium,low
1160,flat,sector 37d,0.75,2,2,3,Moderately Old,,1410.0,,0,0,unfurnished,medium,high
1161,flat,sector 65,6.15,3,3,3,Moderately Old,3363.0,,2710.0,1,1,semi_furnished,medium,high
1162,flat,sector 89,1.16,3,3,2,Under Construction,,,1423.0,1,0,unfurnished,medium,low
1163,flat,sector 79,2.03,3,4,3+,Relatively New,2244.0,,,0,1,unfurnished,medium,medium
1164,flat,sector 37,1.43,3,3,3+,Relatively New,1990.0,,1700.0,1,1,unfurnished,low,low
1165,flat,sector 90,0.92,3,4,3,Relatively New,1875.0,,1161.0,0,1,unfurnished,medium,medium
1166,flat,sector 49,4.52,5,5,3+,Moderately Old,4115.0,,,1,1,unfurnished,low,high
1167,flat,sector 43,5.25,4,4,3,Old Property,2575.0,2570.0,2560.0,0,1,unfurnished,medium,medium
1168,flat,sector 79,1.3,3,3,3,Relatively New,1490.0,1176.0,863.91,0,0,semi_furnished,medium,high
1169,flat,sector 63a,1.4,2,2,2,Under Construction,,,1235.0,0,0,unfurnished,low,low
1170,house,sector 6,1.25,2,5,1,New Property,,120.0,,0,0,unfurnished,low,low
1171,flat,sector 108,3.25,3,3,3,Relatively New,2072.0,,,0,0,unfurnished,medium,high
1172,flat,sector 92,0.99,3,2,3,Under Construction,,1091.0,,0,0,unfurnished,low,low
1173,flat,sector 79,1.3,2,4,2,Relatively New,1351.0,,,0,0,unfurnished,medium,low
1174,house,sector 46,5.5,8,8,3+,Moderately Old,,2385.0,,1,0,semi_furnished,low,low
1175,house,sector 17,7.2,4,4,2,Old Property,,4494.0,,0,1,unfurnished,low,low
1176,flat,sector 90,1.65,4,4,3+,Relatively New,2215.0,2214.0,2213.0,0,0,unfurnished,high,high
1177,flat,sector 37,0.9,3,3,3,Moderately Old,,1537.0,,0,0,semi_furnished,medium,medium
1178,flat,sector 108,1.9,2,2,2,Relatively New,1381.0,,,0,0,unfurnished,medium,medium
1179,house,sector 23,5.5,9,9,3+,Moderately Old,,4200.0,,0,1,semi_furnished,low,low
1180,flat,sector 90,1.25,3,3,3,Relatively New,1702.0,1640.0,1540.0,0,0,unfurnished,high,medium
1181,house,sector 6,0.75,2,4,1,Moderately Old,,713.0,,0,0,unfurnished,medium,low
1182,flat,sector 22,3.2,3,4,3+,New Property,2781.0,,,0,0,unfurnished,low,low
1183,flat,sector 107,1.8,3,4,3+,Relatively New,2361.0,,1384.0,0,1,unfurnished,medium,low
1184,flat,sector 67a,1.8,3,3,2,New Property,1921.0,,1227.96,1,0,semi_furnished,medium,low
1185,house,sector 82,7.0,4,4,3+,Relatively New,,3240.0,,1,1,semi_furnished,low,low
1186,flat,sector 107,0.5,2,2,2,New Property,,,560.0,0,0,unfurnished,low,high
1187,flat,sector 82a,3.5,5,5,3+,Relatively New,,,2606.0,1,0,furnished,low,high
1188,house,sector 2,5.0,6,4,0,,,4000.0,,0,0,unfurnished,low,low
1189,flat,sector 85,1.05,2,2,1,Under Construction,,97.0,92.0,0,0,unfurnished,low,high
1190,flat,sector 69,0.91,3,2,2,Moderately Old,,,1326.0,0,0,unfurnished,low,high
1191,house,sector 2,4.0,4,4,3+,Moderately Old,,2400.0,,0,1,unfurnished,low,low
1192,flat,sector 66,2.85,3,3,3,Relatively New,1950.0,1920.0,1550.0,1,0,semi_furnished,medium,high
1193,flat,sector 81,0.5,2,2,1,New Property,,,634.0,0,0,furnished,medium,high
1194,flat,sector 77,2.1,3,3,3,New Property,2025.0,,,1,1,unfurnished,low,high
1195,house,sector 7,2.0,2,2,1,Relatively New,,1800.0,,0,0,unfurnished,low,low
1196,flat,sector 65,6.15,3,5,3+,Relatively New,,,3844.0,0,1,furnished,low,low
1197,flat,sector 84,0.92,3,3,3,Relatively New,1825.0,,,1,0,unfurnished,medium,low
1198,house,sector 28,1.45,3,2,1,Relatively New,,1800.0,900.0,0,0,unfurnished,low,low
1199,flat,sector 2,1.55,3,4,3+,Moderately Old,1920.0,,,0,1,unfurnished,medium,medium
1200,flat,sector 103,2.36,4,6,3+,Relatively New,2875.0,,2570.0,0,1,semi_furnished,high,medium
1201,flat,sector 104,1.2,2,2,2,Under Construction,1099.0,,683.83,0,0,unfurnished,low,high
1202,flat,sector 92,0.5,2,2,3,Moderately Old,1000.0,,,0,0,unfurnished,low,low
1203,flat,sector 110,3.25,4,4,3,Relatively New,3400.0,,,0,1,unfurnished,medium,high
1204,flat,sector 102,1.35,2,2,2,Under Construction,915.0,,,0,0,unfurnished,low,medium
1205,flat,sector 65,2.35,3,3,2,Relatively New,,1650.0,,1,1,unfurnished,high,medium
1206,flat,sector 37,0.38,2,2,1,Relatively New,,925.0,800.0,0,0,unfurnished,medium,medium
1207,flat,sector 56,2.11,3,2,3,Relatively New,2450.0,2250.0,2150.0,0,0,semi_furnished,medium,medium
1208,flat,sector 74,1.48,2,2,3,Relatively New,1400.0,1300.0,1200.0,0,0,unfurnished,high,high
1209,house,sector 26,17.0,5,6,3,Old Property,,4518.0,,0,1,semi_furnished,medium,low
1210,flat,sector 36,0.41,2,2,3,,,654.0,,0,0,unfurnished,low,low
1211,flat,sector 85,2.05,4,4,3+,Relatively New,2812.0,2500.0,2250.0,0,1,semi_furnished,low,medium
1212,flat,sector 109,2.95,4,5,3+,Relatively New,3150.0,,,0,1,unfurnished,medium,medium
1213,flat,sohna road,0.53,2,2,2,Relatively New,,,822.0,0,0,unfurnished,high,low
1214,house,sector 7,2.43,4,4,2,Old Property,,345.0,,1,0,unfurnished,low,low
1215,flat,sector 92,0.95,4,5,3+,Moderately Old,1897.0,,,0,1,unfurnished,low,medium
1216,house,sector 48,7.25,4,4,3,Relatively New,,360.0,,1,1,semi_furnished,medium,low
1217,flat,sector 83,1.19,3,3,2,Relatively New,,,1600.0,0,1,semi_furnished,low,medium
1218,flat,sector 99,0.59,2,2,3,Under Construction,1252.13,,,0,0,unfurnished,medium,low
1219,flat,sector 111,0.6,2,2,3,New Property,,,710.0,0,0,unfurnished,medium,medium
1220,flat,sector 61,1.41,2,2,2,Under Construction,,1150.0,,1,0,unfurnished,medium,low
1221,flat,sector 48,1.75,3,3,3,Old Property,2430.0,2200.0,1800.0,0,1,semi_furnished,medium,medium
1222,house,sector 66,15.1,5,5,3+,New Property,,8067.799999999999,,1,1,unfurnished,medium,low
1223,flat,sohna road,0.35,2,2,2,Relatively New,576.0,,480.53,0,0,unfurnished,medium,high
1224,flat,sector 43,2.75,3,4,3+,Moderately Old,,,2000.0,0,1,semi_furnished,low,medium
1225,house,sector 47,5.25,9,9,3+,Relatively New,,4650.0,4500.0,0,1,semi_furnished,medium,medium
1226,flat,sector 68,1.0,2,2,3,New Property,,,1180.0,0,0,unfurnished,low,high
1227,flat,sector 71,0.95,2,2,2,Moderately Old,1198.0,,,0,0,semi_furnished,medium,medium
1228,flat,sector 1,0.85,3,3,3+,Moderately Old,2150.0,,,0,1,unfurnished,low,medium
1229,flat,sector 54,3.25,3,3,3+,Old Property,,,2302.0,0,0,semi_furnished,medium,low
1230,flat,sector 83,1.25,3,3,2,Relatively New,1980.0,,,0,1,unfurnished,medium,low
1231,house,sector 28,8.4,4,4,3+,Relatively New,,2430.0,,0,1,semi_furnished,medium,low
1232,house,sector 4,0.8,5,4,3,Under Construction,,146.0,,0,0,unfurnished,low,low
1233,flat,sector 68,1.0,2,2,3,Relatively New,,,800.0,0,0,unfurnished,low,high
1234,flat,sector 111,3.4,4,5,3+,Relatively New,2950.0,,,0,1,semi_furnished,medium,high
1235,flat,sector 103,0.93,2,3,3,Relatively New,,,1452.0,0,1,semi_furnished,medium,low
1236,house,sector 70a,1.18,3,3,3+,Relatively New,,,1450.0,0,0,semi_furnished,high,low
1237,flat,sector 62,10.75,5,7,3,Relatively New,5514.0,,,0,1,semi_furnished,high,medium
1238,flat,sector 56,1.55,3,3,3+,Moderately Old,2000.0,,,0,1,semi_furnished,low,medium
1239,flat,sector 95,0.9,3,3,1,Relatively New,,2000.0,,0,0,unfurnished,medium,high
1240,flat,sector 81,2.45,3,3,2,Relatively New,2132.0,1800.0,1500.0,0,1,semi_furnished,high,medium
1241,flat,sector 68,0.92,2,2,3,Under Construction,1245.0,,,0,0,unfurnished,low,medium
1242,flat,sector 69,1.4,3,3,1,Relatively New,1568.0,,1200.0,0,0,unfurnished,high,high
1243,flat,sector 99,0.27,2,2,1,Relatively New,,,448.0,0,0,unfurnished,medium,medium
1244,flat,sector 70,2.0,4,5,3+,Moderately Old,2400.0,,1850.0,0,1,semi_furnished,medium,medium
1245,flat,sector 76,0.5,2,2,1,Under Construction,,,760.0,0,0,unfurnished,medium,medium
1246,flat,sector 104,0.2,1,1,1,,,301.0,,0,0,unfurnished,medium,low
1247,flat,sector 106,3.2,3,3,3+,Under Construction,,,2002.0,0,1,unfurnished,low,medium
1248,flat,sector 70,1.63,3,5,3,Relatively New,1950.0,,1161.0,0,1,unfurnished,low,high
1249,flat,sector 67a,2.0,3,3,2,Under Construction,1727.0,,1017.0,0,0,unfurnished,low,medium
1250,flat,sector 79,1.29,2,2,3,New Property,1572.0,,,0,0,unfurnished,low,medium
1251,flat,sector 79,1.25,2,2,3,,,1383.0,,0,0,unfurnished,low,low
1252,house,sector 103,3.25,4,3,3+,Under Construction,,4000.0,,0,0,unfurnished,medium,high
1253,flat,sector 33,1.4,2,2,3,Under Construction,1500.0,,1385.0,0,0,unfurnished,medium,high
1254,flat,sector 56,1.45,3,3,3+,Moderately Old,1900.0,,,0,0,semi_furnished,medium,low
1255,flat,sector 85,1.25,3,4,2,Relatively New,2120.0,1900.0,1800.0,0,1,semi_furnished,high,medium
1256,house,sector 8,0.59,2,2,2,Moderately Old,,585.0,,0,0,unfurnished,low,low
1257,flat,sector 49,2.9,4,4,3+,Moderately Old,2383.0,,,0,1,unfurnished,medium,medium
1258,flat,sector 65,2.15,2,2,3+,,,1433.0,,0,0,unfurnished,low,high
1259,flat,sector 70,1.9,3,3,3,New Property,1950.0,,,0,1,unfurnished,low,medium
1260,flat,sector 62,7.56,4,4,3+,Relatively New,,4200.0,,0,1,semi_furnished,medium,high
1261,flat,sector 83,0.75,2,2,2,Relatively New,1325.0,,,0,0,semi_furnished,low,low
1262,flat,sector 65,2.29,3,4,3+,Relatively New,,,1650.0,1,1,furnished,high,low
1263,flat,sector 99,1.9,4,4,3+,,,2835.0,,0,0,unfurnished,medium,low
1264,flat,sector 63a,3.7,3,3,3+,Under Construction,,,2400.0,0,0,unfurnished,medium,low
1265,house,sector 41,9.25,9,9,3+,Moderately Old,,5000.0,4500.0,1,1,semi_furnished,medium,medium
1266,house,sohna road,1.5,2,3,2,New Property,,1053.0,,1,0,semi_furnished,medium,low
1267,flat,sector 102,1.54,3,3,3,Relatively New,1650.0,,1022.58,0,1,unfurnished,medium,high
1268,flat,sector 12,2.7,4,3,3,,,3150.0,,0,0,unfurnished,low,medium
1269,flat,sector 72,3.21,3,4,3+,Relatively New,2185.0,2140.0,2000.0,0,1,semi_furnished,high,high
1270,flat,sector 111,3.5,4,5,3+,Relatively New,2950.0,2700.0,2500.0,0,1,semi_furnished,low,medium
1271,flat,sector 86,1.3,3,3,3,Relatively New,1930.0,1715.0,,0,1,semi_furnished,low,high
1272,flat,sohna road,0.35,2,2,2,New Property,,,554.1255719999999,0,0,unfurnished,medium,high
1273,flat,sector 108,0.7,2,2,1,Moderately Old,,1468.0,1150.0,0,0,unfurnished,low,medium
1274,flat,sector 104,2.55,4,4,3+,Relatively New,2450.0,,2150.0,0,1,unfurnished,low,medium
1275,flat,sector 109,1.75,3,3,3,New Property,1750.0,1466.0,1460.0,0,0,unfurnished,low,medium
1276,flat,sector 81,4.7,4,4,3+,Relatively New,6926.0,,,0,1,semi_furnished,medium,high
1277,flat,sector 5,0.4,3,2,1,Relatively New,,,900.0,0,0,unfurnished,low,low
1278,house,sector 43,11.5,7,8,3+,Old Property,,9000.0,6500.0,0,1,semi_furnished,low,low
1279,flat,sector 72,6.75,4,4,3+,New Property,4250.0,4000.0,3500.0,0,1,semi_furnished,high,low
1280,flat,sector 33,1.55,3,4,1,Relatively New,1570.0,,,0,1,unfurnished,low,low
1281,flat,sector 85,0.67,2,2,2,Relatively New,1375.0,1250.0,1150.0,0,0,semi_furnished,high,medium
1282,flat,sector 107,0.5,2,2,1,Relatively New,546.0,,,0,0,unfurnished,medium,high
1283,flat,sector 102,1.45,3,3,3,Relatively New,1650.0,1300.0,1100.0,0,1,unfurnished,low,medium
1284,flat,sector 81,0.9,3,3,0,,,1780.0,,0,0,unfurnished,low,medium
1285,house,sector 67,1.85,3,3,3,,,,250.0,0,0,unfurnished,low,low
1286,flat,sector 15,1.4,4,3,3,Old Property,,,1300.0,0,0,semi_furnished,medium,low
1287,flat,sector 67,2.8,3,3,3,Relatively New,2048.0,,,0,0,furnished,high,low
1288,flat,sector 5,0.28,2,2,1,Relatively New,650.0,,550.0,0,0,unfurnished,medium,low
1289,flat,sector 90,1.25,3,3,3,Relatively New,1720.0,,,0,0,unfurnished,medium,high
1290,flat,sector 104,2.49,3,3,3+,Relatively New,2450.0,,,0,1,semi_furnished,medium,high
1291,flat,sector 90,0.64,2,2,3,Old Property,1300.0,,1100.0,1,0,unfurnished,medium,medium
1292,house,sector 11,2.5,5,4,3,Old Property,,1850.0,,0,0,unfurnished,low,low
1293,flat,sector 39,2.0,5,4,3,Old Property,,,3200.0,0,1,furnished,low,medium
1294,flat,sector 74,1.5,2,2,1,New Property,,,1400.0,0,0,unfurnished,low,medium
1295,flat,sector 77,0.75,2,2,2,Relatively New,1342.0,1180.0,1050.0,0,0,semi_furnished,high,medium
1296,flat,sector 103,0.9,2,2,2,Relatively New,1350.0,,,0,0,unfurnished,low,low
1297,flat,sector 36,0.5,1,1,1,,,600.0,500.0,0,0,unfurnished,low,medium
1298,flat,sector 67,1.0,1,1,1,Relatively New,,826.0,,0,0,unfurnished,low,high
1299,flat,sector 22,1.75,2,2,2,Under Construction,1380.0,,,0,0,unfurnished,medium,high
1300,house,sector 3,1.5,3,3,0,Old Property,,210.0,,0,0,unfurnished,low,
1301,flat,sector 54,5.7,3,3,3,,,1382.0,,0,0,unfurnished,low,low
1302,house,sector 55,5.6,6,4,3,Old Property,,2700.0,,0,1,semi_furnished,low,low
1303,flat,sector 108,2.0,4,4,3+,Relatively New,2779.0,2500.0,2300.0,0,1,semi_furnished,high,medium
1304,flat,sector 91,0.9,2,2,2,Relatively New,1310.0,,,0,0,furnished,medium,high
1305,flat,sector 50,2.7,3,3,3+,Moderately Old,2605.0,2400.0,2200.0,0,1,unfurnished,high,medium
1306,flat,sector 69,0.6,2,1,1,Relatively New,,,600.0,0,0,unfurnished,low,high
1307,house,sector 33,0.85,3,2,0,Relatively New,,900.0,,0,0,unfurnished,low,low
1308,flat,sector 66,2.8,3,4,3,Relatively New,1950.0,1920.0,1700.0,0,1,semi_furnished,medium,medium
1309,house,sector 93,1.3,3,2,1,Relatively New,,1152.0,,0,0,unfurnished,low,low
1310,flat,sector 106,0.39,1,1,1,Relatively New,700.0,,450.0,0,0,unfurnished,medium,medium
1311,flat,manesar,0.81,3,3,3+,Moderately Old,2588.0,1900.0,1877.0,0,1,unfurnished,medium,low
1312,flat,sector 85,1.77,3,4,3,Moderately Old,2408.0,1450.0,1300.0,0,1,semi_furnished,medium,medium
1313,flat,sector 104,2.65,4,4,3+,Relatively New,3150.0,,,0,1,unfurnished,high,medium
1314,flat,sector 84,0.41,2,2,2,New Property,583.0,565.0,483.0,0,0,semi_furnished,low,medium
1315,flat,sector 92,2.0,4,5,3+,Relatively New,2475.0,,2400.0,0,1,semi_furnished,medium,high
1316,flat,sector 81,2.4,3,3,3+,Relatively New,2103.0,1650.0,1257.0,0,1,furnished,low,high
1317,house,sector 4,0.47,2,1,1,Moderately Old,,624.0,,0,0,unfurnished,low,low
1318,flat,sector 84,0.85,2,2,3,New Property,1350.0,,,1,0,unfurnished,low,medium
1319,flat,sector 37d,1.17,2,2,2,Relatively New,1410.0,,,0,0,unfurnished,medium,low
1320,flat,sector 67,3.5,3,4,3,Relatively New,2400.0,,2050.0,0,1,semi_furnished,high,high
1321,flat,sector 70a,1.82,3,3,3,Relatively New,1655.0,1600.0,1550.0,0,0,unfurnished,medium,high
1322,house,sector 57,6.21,6,6,3+,Old Property,,2700.0,,1,1,unfurnished,medium,medium
